transaction_id,transaction_time,amount,transaction_type,merchant_category,customer_age,is_fraud
454,2024-01-21 06:08:00,105.77,Online,Healthcare,43,0
455,2024-01-18 16:31:00,105.97,Online,Electronics,39,0
456,2024-01-16 18:07:00,143.55,POS,Retail,72,0
457,2024-01-01 14:11:00,318.46,POS,Food,73,0
458,2024-01-13 13:11:00,183.11,POS,Travel,45,0
459,2024-01-05 17:53:00,6.93,Online,Healthcare,18,0
460,2024-01-09 06:58:00,229.86,POS,Food,61,0
461,2024-01-25 10:35:00,30.67,Online,Travel,53,0
462,2024-01-19 03:44:00,56.77,Online,Healthcare,60,0
463,2024-01-03 18:40:00,74.33,Online,Healthcare,54,0
464,2024-01-04 12:12:00,78.68,Online,Retail,19,0
465,2024-01-25 15:46:00,68.55,Online,Food,34,0
466,2024-01-20 11:54:00,332.43,Online,Healthcare,57,0
467,2024-01-27 11:55:00,146.91,Online,Healthcare,55,0
468,2024-01-29 07:30:00,119.69,Online,Travel,38,0
469,2024-01-23 10:40:00,6.14,Online,Retail,26,0
470,2024-01-27 14:24:00,281.1,Online,Electronics,30,0
471,2024-01-03 17:13:00,288.14,Online,Retail,28,0
472,2024-01-13 02:50:00,181.81,POS,Electronics,33,0
473,2024-01-17 17:47:00,0.85,Online,Food,33,0
474,2024-01-15 10:04:00,7.08,Online,Food,19,0
475,2024-01-15 05:31:00,30.62,Online,Healthcare,59,0
476,2024-01-27 17:34:00,16.9,POS,Food,61,0
477,2024-01-03 08:13:00,61.07,Transfer,Healthcare,25,0
478,2024-01-09 10:41:00,307.09,POS,Retail,60,0
479,2024-01-23 05:16:00,76.65,POS,Food,59,0
480,2024-01-19 20:02:00,1.62,POS,Retail,30,0
481,2024-01-25 04:50:00,39.88,POS,Retail,74,0
482,2024-01-19 23:50:00,5.47,POS,Food,34,0
483,2024-01-20 01:52:00,4.44,Online,Retail,56,0
484,2024-01-20 23:21:00,38.71,Online,Food,41,0
485,2024-01-18 14:31:00,38.69,Online,Food,20,0
486,2024-01-17 01:32:00,185.65,Transfer,Food,47,0
487,2024-01-11 15:05:00,441.87,POS,Electronics,69,0
488,2024-01-07 19:37:00,55.67,POS,Retail,30,0
489,2024-01-08 19:41:00,67.22,Online,Travel,36,0
490,2024-01-01 06:57:00,223.56,Online,Food,24,0
491,2024-01-29 20:56:00,37.46,Online,Retail,26,0
492,2024-01-15 03:18:00,20.41,Online,Healthcare,36,0
493,2024-01-03 06:27:00,230.15,POS,Food,62,0
494,2024-01-12 22:49:00,5.71,POS,Food,71,0
495,2024-01-17 16:52:00,116.02,Online,Travel,57,0
496,2024-01-27 17:53:00,99.06,POS,Electronics,39,0
497,2024-01-19 02:52:00,50.94,Online,Electronics,35,0
498,2024-01-08 20:58:00,45.43,Transfer,Food,40,0
499,2024-01-01 06:52:00,399.27,Online,Retail,19,1
500,2024-01-06 05:43:00,10.85,Online,Healthcare,67,0
501,2024-01-29 00:35:00,32.43,Online,Healthcare,67,0
502,2024-01-24 06:16:00,158.21,Online,Retail,28,0
503,2024-01-17 08:28:00,95.37,Online,Food,48,0
504,2024-01-20 00:24:00,16.43,POS,Healthcare,50,0
505,2024-01-27 21:56:00,256.59,Transfer,Electronics,31,0
506,2024-01-14 02:48:00,60.0,POS,Retail,33,0
507,2024-01-25 19:35:00,211.14,Online,Travel,28,0
508,2024-01-13 03:46:00,185.98,POS,Food,50,0
509,2024-01-15 05:03:00,117.52,Online,Retail,24,0
510,2024-01-13 11:15:00,81.86,Online,Healthcare,48,0
511,2024-01-27 06:41:00,466.78,POS,Food,65,0
512,2024-01-04 13:04:00,18.79,POS,Electronics,63,0
513,2024-01-25 05:51:00,154.99,Online,Food,64,0
514,2024-01-17 02:30:00,25.46,Online,Food,31,0
515,2024-01-06 02:37:00,49.55,Transfer,Electronics,45,0
516,2024-01-23 13:19:00,44.3,Online,Electronics,70,0
517,2024-01-26 03:28:00,352.58,Online,Food,60,0
518,2024-01-14 23:50:00,410.65,POS,Electronics,33,0
519,2024-01-04 22:04:00,24.26,Online,Retail,36,0
520,2024-01-03 00:34:00,2.67,Online,Electronics,34,0
521,2024-01-15 19:52:00,152.76,Online,Electronics,43,0
522,2024-01-10 23:57:00,64.95,POS,Food,23,0
523,2024-01-29 20:35:00,11.16,POS,Retail,60,0
524,2024-01-01 12:08:00,138.15,POS,Travel,66,0
525,2024-01-01 11:38:00,94.52,Transfer,Travel,26,0
526,2024-01-28 17:54:00,472.58,POS,Healthcare,67,0
527,2024-01-10 16:03:00,30.96,Online,Electronics,34,0
528,2024-01-12 15:39:00,62.1,Online,Electronics,48,0
529,2024-01-06 03:20:00,93.85,POS,Retail,29,0
530,2024-01-17 23:46:00,188.25,POS,Travel,40,0
531,2024-01-26 15:39:00,95.51,POS,Healthcare,71,0
532,2024-01-04 00:40:00,113.89,POS,Retail,71,0
533,2024-01-25 11:50:00,30.76,Online,Electronics,22,0
534,2024-01-12 21:01:00,225.21,Online,Travel,60,0
535,2024-01-23 10:27:00,67.17,Online,Healthcare,53,0
536,2024-01-04 19:26:00,18.23,Online,Food,53,0
537,2024-01-06 18:55:00,130.94,Online,Travel,20,0
538,2024-01-15 20:04:00,29.22,POS,Healthcare,41,0
539,2024-01-26 20:59:00,12.32,POS,Retail,72,0
540,2024-01-17 08:56:00,237.65,Online,Food,74,0
541,2024-01-22 23:47:00,73.98,POS,Healthcare,34,0
542,2024-01-08 17:30:00,166.01,POS,Healthcare,56,0
543,2024-01-16 06:12:00,41.2,Online,Electronics,43,0
544,2024-01-29 01:39:00,185.56,POS,Travel,21,0
545,2024-01-01 19:27:00,14.25,POS,Electronics,72,0
546,2024-01-19 21:12:00,52.8,POS,Food,62,0
547,2024-01-01 17:42:00,458.34,POS,Healthcare,29,0
548,2024-01-13 21:00:00,189.58,POS,Electronics,18,0
549,2024-01-17 20:04:00,82.52,Online,Travel,38,0
550,2024-01-15 23:05:00,49.82,Online,Food,36,0
551,2024-01-16 01:29:00,246.81,Online,Retail,38,0
552,2024-01-08 18:14:00,94.45,Transfer,Electronics,69,0
553,2024-01-16 22:05:00,170.47,Online,Food,35,0
554,2024-01-27 00:57:00,168.34,Online,Retail,60,0
555,2024-01-07 11:48:00,2.17,Transfer,Electronics,69,0
556,2024-01-17 11:14:00,36.47,Transfer,Food,20,1
557,2024-01-27 11:02:00,129.33,POS,Food,66,0
558,2024-01-07 04:44:00,21.15,Online,Electronics,61,0
559,2024-01-26 18:18:00,35.4,Online,Food,49,0
560,2024-01-17 22:34:00,351.68,Online,Healthcare,27,0
561,2024-01-05 17:21:00,98.57,Online,Electronics,57,0
562,2024-01-27 02:54:00,166.71,Online,Food,32,0
563,2024-01-05 16:11:00,97.97,POS,Retail,22,0
564,2024-01-17 09:45:00,96.49,Transfer,Retail,21,0
565,2024-01-13 00:57:00,11.87,Online,Healthcare,45,0
566,2024-01-25 12:27:00,50.53,POS,Electronics,70,0
567,2024-01-05 21:36:00,39.83,POS,Food,69,0
568,2024-01-08 23:56:00,59.46,Online,Food,68,0
569,2024-01-02 01:42:00,192.14,POS,Retail,70,0
570,2024-01-16 01:17:00,55.81,Online,Healthcare,21,0
571,2024-01-28 03:21:00,72.11,Online,Retail,32,0
572,2024-01-20 03:29:00,60.78,POS,Retail,34,0
573,2024-01-17 04:42:00,11.77,Online,Healthcare,61,0
574,2024-01-14 05:45:00,69.81,Transfer,Electronics,20,0
575,2024-01-13 10:44:00,26.12,Online,Food,27,0
576,2024-01-16 15:56:00,24.8,POS,Electronics,64,0
577,2024-01-19 17:22:00,11.85,Online,Travel,59,0
578,2024-01-20 15:35:00,52.93,Online,Travel,73,0
579,2024-01-10 14:07:00,170.0,Online,Travel,40,0
580,2024-01-30 09:48:00,38.83,POS,Healthcare,35,0
581,2024-01-19 08:32:00,44.94,POS,Retail,18,0
582,2024-01-13 07:49:00,123.49,POS,Electronics,52,0
583,2024-01-29 18:59:00,26.15,POS,Food,70,0
584,2024-01-19 05:36:00,272.71,POS,Travel,48,0
585,2024-01-28 23:02:00,88.12,POS,Electronics,61,0
586,2024-01-26 18:00:00,71.22,POS,Travel,18,0
587,2024-01-01 22:04:00,97.92,POS,Travel,20,0
588,2024-01-18 20:51:00,49.06,POS,Food,20,1
589,2024-01-25 22:29:00,114.07,POS,Healthcare,54,0
590,2024-01-17 12:43:00,54.14,Online,Retail,36,0
591,2024-01-14 19:10:00,272.98,POS,Healthcare,46,0
592,2024-01-25 00:18:00,22.19,POS,Electronics,42,0
593,2024-01-05 13:48:00,84.88,Online,Healthcare,50,0
594,2024-01-27 10:29:00,109.39,Online,Electronics,53,0
595,2024-01-19 14:30:00,4.07,Online,Electronics,46,0
596,2024-01-18 13:29:00,54.25,POS,Retail,43,0
597,2024-01-20 13:38:00,158.3,POS,Food,21,0
598,2024-01-20 22:30:00,206.03,Online,Retail,66,0
599,2024-01-11 18:05:00,45.08,POS,Healthcare,31,0
600,2024-01-15 08:12:00,192.29,Transfer,Electronics,67,0
601,2024-01-04 07:08:00,412.13,Online,Travel,44,0
602,2024-01-15 17:53:00,233.28,Transfer,Travel,50,0
603,2024-01-07 13:15:00,15.02,Transfer,Electronics,39,0
604,2024-01-03 13:49:00,161.52,POS,Retail,65,0
605,2024-01-22 01:55:00,46.22,POS,Food,20,0
606,2024-01-10 02:36:00,534.98,Transfer,Retail,40,0
607,2024-01-18 16:30:00,79.71,POS,Electronics,38,0
608,2024-01-30 09:44:00,15.67,Online,Electronics,58,0
609,2024-01-30 19:18:00,155.0,POS,Food,40,0
610,2024-01-28 06:58:00,46.81,POS,Healthcare,21,0
611,2024-01-30 19:56:00,700.26,POS,Healthcare,38,0
612,2024-01-11 04:43:00,468.14,Online,Food,54,0
613,2024-01-01 08:24:00,288.42,POS,Healthcare,60,1
614,2024-01-24 14:22:00,16.69,Online,Travel,48,0
615,2024-01-24 19:39:00,139.33,Transfer,Healthcare,38,0
616,2024-01-20 10:56:00,11.72,Online,Healthcare,43,0
617,2024-01-17 15:20:00,3.58,Online,Healthcare,58,0
618,2024-01-24 07:51:00,207.76,Online,Travel,52,0
619,2024-01-13 00:32:00,28.25,Online,Healthcare,55,0
620,2024-01-27 05:57:00,57.18,POS,Travel,41,0
621,2024-01-02 11:05:00,980.5,Transfer,Food,28,1
622,2024-01-26 06:35:00,49.29,POS,Retail,58,0
623,2024-01-16 18:20:00,42.2,Online,Food,46,0
624,2024-01-25 01:00:00,300.43,Online,Retail,64,0
625,2024-01-27 03:58:00,14.09,POS,Food,72,0
626,2024-01-15 06:39:00,171.05,Transfer,Retail,20,0
627,2024-01-20 02:29:00,531.4,POS,Retail,18,0
628,2024-01-20 08:20:00,277.88,POS,Electronics,69,0
629,2024-01-08 15:23:00,126.55,Online,Retail,71,0
630,2024-01-16 02:12:00,45.24,Transfer,Retail,36,0
631,2024-01-18 22:26:00,35.22,POS,Electronics,63,0
632,2024-01-22 01:54:00,205.28,Online,Healthcare,66,0
633,2024-01-10 14:43:00,254.25,Online,Healthcare,39,0
634,2024-01-05 07:10:00,89.44,Transfer,Electronics,31,0
635,2024-01-13 06:00:00,33.62,Online,Travel,66,0
636,2024-01-27 16:13:00,14.38,Online,Retail,74,0
637,2024-01-30 09:56:00,10.95,POS,Retail,31,0
638,2024-01-29 08:21:00,152.36,Online,Electronics,61,0
639,2024-01-03 07:30:00,65.39,Online,Electronics,33,0
640,2024-01-14 06:07:00,282.92,POS,Travel,50,0
641,2024-01-29 18:30:00,161.5,Transfer,Healthcare,30,0
642,2024-01-18 00:24:00,25.47,POS,Food,55,0
643,2024-01-05 22:34:00,114.16,Transfer,Healthcare,66,0
644,2024-01-10 06:03:00,68.62,POS,Retail,29,0
645,2024-01-24 16:41:00,103.32,POS,Electronics,72,0
646,2024-01-08 14:55:00,160.76,Online,Travel,68,0
647,2024-01-08 15:43:00,196.91,POS,Healthcare,55,0
648,2024-01-15 21:27:00,222.75,Transfer,Travel,56,0
649,2024-01-18 07:33:00,35.16,Online,Healthcare,50,0
650,2024-01-17 15:19:00,3.79,Online,Retail,50,0
651,2024-01-01 11:07:00,161.32,POS,Food,46,0
652,2024-01-21 15:03:00,13.49,Online,Travel,22,0
653,2024-01-07 11:37:00,45.39,Online,Travel,23,0
654,2024-01-26 08:07:00,0.46,POS,Food,48,0
655,2024-01-14 06:49:00,137.36,Transfer,Travel,33,0
656,2024-01-28 22:51:00,21.95,Online,Travel,48,0
657,2024-01-23 04:01:00,127.8,Online,Healthcare,42,0
658,2024-01-24 03:07:00,575.6,Online,Healthcare,65,0
659,2024-01-19 23:55:00,9.05,Transfer,Food,63,0
660,2024-01-27 04:52:00,9.63,POS,Retail,50,0
661,2024-01-04 08:35:00,49.93,Online,Travel,30,0
662,2024-01-14 23:59:00,241.54,POS,Retail,69,0
663,2024-01-27 22:50:00,29.13,Online,Food,27,0
664,2024-01-28 20:00:00,53.63,POS,Food,41,0
665,2024-01-27 10:48:00,8.52,Transfer,Healthcare,27,0
666,2024-01-10 04:16:00,172.84,POS,Travel,58,0
667,2024-01-25 16:27:00,62.97,POS,Electronics,48,0
668,2024-01-22 20:31:00,170.88,Online,Food,30,0
669,2024-01-13 00:28:00,280.72,POS,Travel,20,0
670,2024-01-20 02:52:00,31.8,POS,Retail,67,0
671,2024-01-24 20:29:00,197.65,Online,Healthcare,69,0
672,2024-01-04 23:13:00,7.31,POS,Retail,51,0
673,2024-01-04 08:04:00,274.93,Online,Food,66,0
674,2024-01-08 00:56:00,126.24,POS,Food,45,0
675,2024-01-01 00:09:00,248.79,Online,Retail,36,0
676,2024-01-14 08:55:00,0.02,Transfer,Food,40,0
677,2024-01-17 12:33:00,22.23,Online,Travel,62,0
678,2024-01-21 12:28:00,59.27,POS,Food,49,0
679,2024-01-27 07:32:00,57.27,POS,Healthcare,30,0
680,2024-01-01 16:55:00,30.86,POS,Travel,50,0
681,2024-01-20 05:52:00,57.68,Online,Electronics,51,0
682,2024-01-25 06:41:00,37.26,POS,Food,50,1
683,2024-01-06 20:15:00,63.88,POS,Food,73,0
684,2024-01-17 13:13:00,194.55,Online,Healthcare,22,0
685,2024-01-03 21:18:00,78.26,Online,Healthcare,73,0
686,2024-01-15 02:29:00,2.18,POS,Retail,20,0
687,2024-01-05 20:10:00,65.67,POS,Retail,24,0
688,2024-01-05 19:38:00,3.31,Online,Retail,41,0
689,2024-01-15 16:48:00,406.63,Online,Healthcare,39,0
690,2024-01-15 03:44:00,16.36,Online,Retail,62,0
691,2024-01-13 12:17:00,147.59,POS,Retail,40,0
692,2024-01-08 04:24:00,432.44,POS,Electronics,47,0
693,2024-01-28 19:14:00,209.87,POS,Retail,35,0
694,2024-01-07 01:02:00,144.2,Transfer,Food,49,0
695,2024-01-01 06:24:00,219.51,POS,Healthcare,73,0
696,2024-01-01 06:44:00,480.75,Online,Travel,70,0
697,2024-01-29 10:23:00,116.54,Online,Electronics,24,0
698,2024-01-21 06:29:00,98.3,Online,Healthcare,50,0
699,2024-01-09 20:43:00,118.74,Transfer,Healthcare,22,0
700,2024-01-13 18:24:00,91.29,POS,Food,66,0
701,2024-01-23 15:26:00,120.97,Online,Retail,45,0
702,2024-01-07 20:20:00,71.71,Online,Food,25,0
703,2024-01-27 21:57:00,29.58,POS,Retail,32,0
704,2024-01-11 11:46:00,15.37,POS,Retail,69,0
705,2024-01-17 08:54:00,8.49,Online,Healthcare,21,0
706,2024-01-17 08:04:00,82.56,Transfer,Retail,51,1
707,2024-01-03 12:36:00,5.67,POS,Electronics,22,0
708,2024-01-08 13:56:00,100.49,Online,Electronics,50,0
709,2024-01-04 08:09:00,40.06,Transfer,Electronics,74,0
710,2024-01-23 08:41:00,208.84,Online,Healthcare,22,0
711,2024-01-10 08:16:00,9.26,Transfer,Food,55,0
712,2024-01-27 22:05:00,30.8,Transfer,Travel,51,0
713,2024-01-25 04:16:00,354.01,POS,Retail,43,1
714,2024-01-12 21:00:00,109.6,POS,Travel,18,0
715,2024-01-16 05:49:00,8.0,Online,Food,21,0
716,2024-01-04 03:44:00,251.7,Transfer,Food,56,0
717,2024-01-27 05:04:00,251.72,POS,Healthcare,71,0
718,2024-01-30 17:03:00,48.13,POS,Electronics,43,0
719,2024-01-19 12:17:00,49.94,Transfer,Electronics,50,0
720,2024-01-26 03:07:00,541.49,Transfer,Food,50,0
721,2024-01-06 00:39:00,118.08,POS,Healthcare,25,0
722,2024-01-11 01:29:00,90.94,Online,Healthcare,37,0
723,2024-01-30 22:45:00,218.53,Transfer,Retail,33,0
724,2024-01-20 19:38:00,40.31,POS,Electronics,38,0
725,2024-01-23 06:09:00,67.28,Transfer,Food,62,0
726,2024-01-26 18:51:00,37.4,POS,Travel,72,0
727,2024-01-30 19:44:00,186.8,Online,Electronics,73,0
728,2024-01-06 20:27:00,102.21,Online,Retail,43,0
729,2024-01-29 17:08:00,290.54,POS,Healthcare,40,1
730,2024-01-17 20:45:00,34.89,POS,Food,35,0
731,2024-01-27 03:06:00,29.85,Online,Electronics,48,0
732,2024-01-30 17:28:00,80.42,POS,Travel,69,0
733,2024-01-16 22:08:00,160.53,Online,Retail,59,0
734,2024-01-14 07:58:00,89.39,POS,Retail,29,0
735,2024-01-14 17:18:00,3.98,POS,Electronics,18,0
736,2024-01-11 14:14:00,243.5,Online,Travel,59,0
737,2024-01-01 20:52:00,8.02,Online,Retail,26,0
738,2024-01-28 14:44:00,374.35,Online,Food,20,0
739,2024-01-09 10:53:00,3.06,POS,Retail,68,0
740,2024-01-27 00:01:00,142.28,Online,Travel,43,0
741,2024-01-19 12:58:00,10.29,Online,Healthcare,26,0
742,2024-01-11 23:01:00,289.86,Transfer,Healthcare,59,0
743,2024-01-10 01:31:00,74.93,Transfer,Electronics,68,0
744,2024-01-28 12:49:00,17.75,POS,Travel,33,0
745,2024-01-05 19:49:00,50.01,Transfer,Retail,41,0
746,2024-01-30 08:49:00,21.61,Online,Retail,67,0
747,2024-01-06 13:37:00,22.44,POS,Healthcare,31,0
748,2024-01-05 19:41:00,355.03,POS,Healthcare,20,0
749,2024-01-19 00:14:00,70.71,POS,Food,51,0
750,2024-01-17 05:46:00,186.6,Online,Healthcare,50,0
751,2024-01-08 02:09:00,122.47,POS,Food,67,0
752,2024-01-13 07:15:00,135.4,Online,Retail,41,0
753,2024-01-21 02:00:00,16.95,POS,Food,26,0
754,2024-01-23 00:23:00,32.02,Online,Food,30,0
755,2024-01-30 09:18:00,185.43,Online,Electronics,19,0
756,2024-01-04 05:17:00,423.89,Online,Healthcare,24,0
757,2024-01-04 08:54:00,36.57,Online,Food,65,0
758,2024-01-30 22:08:00,38.02,POS,Retail,38,0
759,2024-01-27 03:40:00,76.84,Online,Travel,36,0
760,2024-01-28 15:31:00,495.03,Transfer,Food,42,0
761,2024-01-14 18:56:00,84.64,Online,Healthcare,64,1
762,2024-01-16 03:53:00,62.7,Online,Electronics,39,0
763,2024-01-14 20:43:00,266.5,POS,Retail,28,0
764,2024-01-26 15:32:00,0.35,Online,Electronics,50,0
765,2024-01-19 20:49:00,4.87,POS,Travel,49,0
766,2024-01-06 12:21:00,111.18,POS,Food,38,0
767,2024-01-10 23:48:00,285.51,Online,Food,56,0
768,2024-01-04 20:49:00,32.75,Online,Healthcare,37,0
769,2024-01-03 23:40:00,76.1,Online,Food,25,0
770,2024-01-28 02:37:00,71.84,Online,Retail,59,0
771,2024-01-26 09:46:00,76.86,Online,Travel,54,0
772,2024-01-09 08:15:00,116.91,Online,Electronics,26,0
773,2024-01-05 08:14:00,76.13,Online,Travel,42,0
774,2024-01-12 21:44:00,71.19,POS,Food,42,0
775,2024-01-17 19:34:00,77.16,POS,Electronics,50,0
776,2024-01-28 20:38:00,107.25,POS,Healthcare,19,0
777,2024-01-11 13:03:00,92.41,Online,Travel,36,0
778,2024-01-05 07:58:00,231.01,Online,Electronics,63,0
779,2024-01-05 05:30:00,6.09,Transfer,Electronics,37,0
780,2024-01-09 01:57:00,215.0,POS,Electronics,59,0
781,2024-01-16 13:35:00,222.89,Transfer,Retail,58,0
782,2024-01-17 17:11:00,40.24,Online,Travel,59,0
783,2024-01-30 15:19:00,74.58,POS,Electronics,46,0
784,2024-01-29 15:20:00,69.27,POS,Travel,23,0
785,2024-01-13 16:31:00,29.59,Online,Electronics,34,0
786,2024-01-26 00:34:00,60.66,POS,Healthcare,42,0
787,2024-01-24 05:14:00,5.45,POS,Healthcare,55,0
788,2024-01-03 21:48:00,39.06,Online,Healthcare,21,0
789,2024-01-08 01:21:00,203.58,Online,Food,47,0
790,2024-01-20 22:52:00,40.18,POS,Electronics,37,0
791,2024-01-08 20:34:00,204.59,Transfer,Food,20,0
792,2024-01-17 15:14:00,91.01,Online,Travel,40,0
793,2024-01-15 22:28:00,254.29,Online,Food,68,0
794,2024-01-16 06:09:00,102.62,Online,Travel,35,0
795,2024-01-27 01:45:00,3.61,POS,Travel,43,0
796,2024-01-26 11:08:00,135.03,Online,Travel,73,0
797,2024-01-17 00:21:00,5.51,Transfer,Food,53,0
798,2024-01-10 12:36:00,71.87,Online,Electronics,25,0
799,2024-01-28 14:29:00,318.13,Online,Food,34,0
800,2024-01-28 04:24:00,21.67,POS,Electronics,48,0
801,2024-01-12 17:47:00,59.29,POS,Electronics,54,0
802,2024-01-14 00:57:00,157.06,POS,Travel,62,0
803,2024-01-20 05:33:00,256.71,Online,Food,74,0
804,2024-01-30 19:28:00,133.38,Transfer,Electronics,50,0
805,2024-01-19 06:49:00,80.7,Online,Healthcare,44,1
806,2024-01-12 07:22:00,134.73,Transfer,Electronics,62,0
807,2024-01-17 09:44:00,42.24,Online,Healthcare,21,0
808,2024-01-17 04:41:00,152.08,POS,Food,39,0
809,2024-01-08 06:48:00,369.58,POS,Food,43,0
810,2024-01-16 16:14:00,153.35,Online,Food,49,0
811,2024-01-04 15:20:00,238.43,Transfer,Electronics,41,0
812,2024-01-08 06:38:00,0.25,Online,Retail,63,0
813,2024-01-14 09:02:00,151.72,Online,Electronics,52,0
814,2024-01-04 01:52:00,478.09,POS,Electronics,54,1
815,2024-01-21 15:21:00,4.97,Online,Travel,49,0
816,2024-01-10 10:08:00,246.31,POS,Travel,24,0
817,2024-01-10 20:18:00,35.6,Online,Electronics,50,0
818,2024-01-16 09:55:00,131.34,Online,Healthcare,48,0
819,2024-01-01 05:02:00,435.33,Online,Travel,72,1
820,2024-01-12 19:42:00,130.4,Online,Electronics,29,0
821,2024-01-01 00:55:00,11.62,POS,Retail,28,0
822,2024-01-07 01:17:00,108.86,POS,Healthcare,41,0
823,2024-01-20 22:19:00,95.71,Transfer,Food,25,0
824,2024-01-06 15:50:00,276.7,POS,Electronics,49,0
825,2024-01-02 11:25:00,62.15,Online,Electronics,74,0
826,2024-01-12 15:08:00,46.47,Online,Healthcare,55,0
827,2024-01-28 11:37:00,166.28,Online,Travel,39,0
828,2024-01-04 05:01:00,63.86,Online,Travel,51,0
829,2024-01-11 10:34:00,124.65,POS,Travel,36,0
830,2024-01-04 13:26:00,124.77,Online,Food,69,0
831,2024-01-04 13:22:00,262.75,Online,Healthcare,37,0
832,2024-01-13 12:30:00,109.56,Transfer,Healthcare,73,0
833,2024-01-13 00:22:00,83.7,POS,Travel,31,0
834,2024-01-14 07:41:00,17.94,Online,Travel,50,0
835,2024-01-27 19:58:00,14.76,Online,Retail,27,0
836,2024-01-02 01:31:00,20.11,Online,Retail,33,0
837,2024-01-29 10:20:00,22.63,Transfer,Electronics,21,0
838,2024-01-29 02:01:00,121.89,Online,Electronics,44,0
839,2024-01-17 04:53:00,162.1,Online,Healthcare,45,0
840,2024-01-28 12:50:00,90.6,Online,Healthcare,60,0
841,2024-01-25 01:54:00,211.94,POS,Food,33,0
842,2024-01-25 21:34:00,568.83,Online,Food,69,0
843,2024-01-06 15:52:00,205.78,POS,Retail,50,0
844,2024-01-27 17:58:00,142.45,POS,Electronics,65,0
845,2024-01-08 03:07:00,91.24,POS,Retail,36,0
846,2024-01-18 13:29:00,71.49,Online,Retail,38,0
847,2024-01-01 17:42:00,10.58,POS,Electronics,39,0
848,2024-01-21 18:46:00,61.17,POS,Food,26,0
849,2024-01-05 07:49:00,289.13,Online,Electronics,26,0
850,2024-01-04 05:12:00,198.05,POS,Travel,26,0
851,2024-01-28 02:56:00,29.21,Online,Travel,44,0
852,2024-01-03 11:56:00,75.42,Online,Travel,34,0
853,2024-01-05 06:48:00,203.61,POS,Healthcare,61,0
854,2024-01-30 13:23:00,8.37,Online,Food,74,0
855,2024-01-06 06:01:00,58.8,POS,Food,62,0
856,2024-01-06 17:38:00,229.14,Online,Healthcare,25,0
857,2024-01-12 12:56:00,62.08,Transfer,Retail,33,0
858,2024-01-19 13:34:00,9.7,Transfer,Travel,35,0
859,2024-01-05 10:11:00,93.85,Transfer,Travel,50,0
860,2024-01-19 02:29:00,237.44,Online,Retail,18,0
861,2024-01-10 23:29:00,107.08,Online,Electronics,29,0
862,2024-01-09 23:10:00,30.79,POS,Electronics,23,0
863,2024-01-06 12:23:00,58.19,Online,Food,58,0
864,2024-01-09 11:19:00,71.77,Online,Healthcare,72,0
865,2024-01-11 22:08:00,103.89,POS,Food,22,0
866,2024-01-17 03:55:00,170.93,POS,Electronics,33,0
867,2024-01-05 16:18:00,12.49,Transfer,Retail,35,0
868,2024-01-12 01:13:00,264.49,Online,Food,66,0
869,2024-01-25 11:20:00,1.49,Online,Travel,35,0
870,2024-01-14 06:43:00,55.45,Online,Travel,18,0
871,2024-01-24 23:29:00,3.34,Transfer,Retail,36,0
872,2024-01-08 01:27:00,59.9,POS,Electronics,71,0
873,2024-01-08 07:54:00,89.54,POS,Travel,25,0
874,2024-01-12 23:40:00,86.01,Transfer,Travel,20,0
875,2024-01-03 15:32:00,21.73,POS,Healthcare,42,0
876,2024-01-20 11:04:00,124.53,POS,Food,22,0
877,2024-01-19 22:45:00,5.5,Online,Electronics,72,0
878,2024-01-19 16:20:00,172.21,POS,Food,57,0
879,2024-01-02 02:45:00,351.69,POS,Electronics,36,0
880,2024-01-04 21:42:00,49.82,POS,Travel,35,0
881,2024-01-05 16:47:00,87.39,Transfer,Healthcare,67,0
882,2024-01-19 20:19:00,57.15,Transfer,Food,70,0
883,2024-01-09 01:33:00,0.81,POS,Travel,48,0
884,2024-01-08 08:29:00,58.51,POS,Electronics,50,0
885,2024-01-10 15:58:00,188.26,POS,Food,64,0
886,2024-01-14 23:19:00,108.76,Online,Food,35,0
887,2024-01-20 01:26:00,12.81,Online,Travel,74,0
888,2024-01-10 01:26:00,225.39,POS,Food,56,0
889,2024-01-18 05:38:00,204.62,POS,Healthcare,33,1
890,2024-01-25 13:18:00,221.21,Online,Healthcare,33,0
891,2024-01-04 00:04:00,104.16,Transfer,Travel,64,0
892,2024-01-08 11:47:00,98.43,Online,Electronics,55,0
893,2024-01-07 07:51:00,13.35,Online,Travel,58,0
894,2024-01-27 11:10:00,21.98,POS,Healthcare,24,0
895,2024-01-12 09:09:00,429.17,Online,Retail,31,0
896,2024-01-29 18:27:00,31.13,Online,Retail,60,0
897,2024-01-10 18:03:00,455.05,Online,Food,70,0
898,2024-01-20 23:06:00,91.09,POS,Food,65,0
899,2024-01-16 12:30:00,17.51,Online,Retail,42,0
900,2024-01-29 21:25:00,12.55,POS,Healthcare,49,0
901,2024-01-01 01:57:00,28.11,POS,Food,55,0
902,2024-01-14 03:35:00,311.86,Online,Travel,39,0
903,2024-01-10 04:34:00,64.16,Transfer,Travel,33,0
904,2024-01-27 14:48:00,60.39,Online,Healthcare,69,0
905,2024-01-01 14:06:00,45.09,Transfer,Food,46,0
906,2024-01-08 14:34:00,19.09,POS,Travel,33,0
907,2024-01-10 12:23:00,80.3,Transfer,Food,29,0
908,2024-01-16 18:20:00,16.72,Online,Food,34,0
